Time,X,Y,Z,Sound
123394,9.41,-1.68,-1.64,2.54
123425,9.61,-1.47,-1.54,2.55
123456,9.66,-1.60,-1.65,2.55
123488,9.57,-1.60,-1.57,2.54
123518,9.65,-1.51,-1.62,2.54
123549,9.28,-1.77,-1.72,2.55
123581,9.52,-1.61,-1.69,2.54
123612,9.58,-1.50,-1.62,2.54
123643,9.69,-1.57,-1.58,2.55
123674,9.65,-1.59,-1.58,2.54
123706,9.53,-1.61,-1.67,2.54
123737,9.37,-1.74,-1.62,2.54
123768,9.34,-1.63,-1.66,2.54
123799,9.64,-1.46,-1.46,2.54
123831,9.60,-1.53,-1.65,2.54
123862,9.58,-1.60,-1.66,2.54
123893,9.65,-1.59,-1.55,2.54
123924,9.39,-1.72,-1.66,2.55
123956,9.52,-1.66,-1.64,2.54
123986,9.62,-1.47,-1.78,2.54
124018,9.66,-1.47,-1.63,2.54
124049,9.69,-1.53,-1.51,2.54
124080,9.50,-1.63,-1.63,2.54
124111,9.36,-1.75,-1.75,2.56
124142,9.69,-1.49,-1.64,2.54
124174,9.57,-1.50,-1.63,2.54
124205,9.55,-1.55,-1.61,2.54
124236,9.78,-1.44,-1.50,2.54
124267,9.45,-1.61,-1.65,2.54
124299,9.23,-1.81,-1.79,2.54
124329,9.64,-1.54,-1.61,2.55
124361,9.45,-1.53,-1.64,2.55
124392,9.82,-1.49,-1.44,2.54
124424,9.59,-1.67,-1.65,2.55
124454,9.53,-1.59,-1.75,2.54
124486,9.45,-1.69,-1.75,2.54
124517,9.54,-1.68,-1.61,2.54
124548,9.62,-1.53,-1.60,2.54
124579,9.56,-1.65,-1.55,2.55
124610,9.52,-1.55,-1.67,2.54
124642,9.57,-1.62,-1.64,2.54
124673,9.43,-1.71,-1.70,2.54
124704,9.46,-1.63,-1.62,2.54
124735,9.62,-1.48,-1.59,2.53
124767,9.67,-1.62,-1.49,2.55
124797,9.49,-1.57,-1.67,2.54
124829,9.42,-1.76,-1.73,2.54
124860,9.45,-1.73,-1.67,2.54
124892,9.34,-1.60,-1.70,2.54
124922,9.68,-1.41,-1.56,2.54
124954,9.81,-1.57,-1.64,2.54
124985,9.49,-1.59,-1.70,2.54
125017,9.51,-1.63,-1.68,2.55
125047,9.33,-1.73,-1.71,2.55
125078,9.58,-1.53,-1.67,2.54
125110,9.55,-1.55,-1.61,2.54
125140,9.67,-1.52,-1.57,2.55
125172,9.48,-1.62,-1.70,2.54
125203,9.39,-1.60,-1.69,2.54
125235,9.43,-1.73,-1.69,2.54
125265,9.52,-1.59,-1.65,2.54
125297,9.62,-1.55,-1.73,2.55
125328,9.64,-1.54,-1.62,2.54
125360,9.42,-1.58,-1.57,2.55
125390,9.43,-1.63,-1.71,2.54
125422,9.45,-1.75,-1.61,2.55
125453,9.59,-1.53,-1.70,2.54
125485,9.65,-1.62,-1.54,2.54
125515,9.63,-1.57,-1.53,2.54
125546,9.57,-1.58,-1.71,2.55
125578,9.43,-1.64,-1.64,2.54
125608,9.50,-1.66,-1.62,2.54
125640,9.57,-1.51,-1.67,2.54
125671,9.58,-1.59,-1.56,2.54
125703,9.46,-1.61,-1.56,2.54
125733,9.60,-1.59,-1.65,2.54
125765,9.39,-1.71,-1.69,2.54
125796,9.45,-1.61,-1.72,2.54
125828,9.68,-1.52,-1.66,2.54
125858,9.58,-1.60,-1.59,2.54
125890,9.74,-1.56,-1.62,2.55
125921,9.58,-1.56,-1.61,2.53
125953,9.48,-1.65,-1.66,2.54
125983,9.40,-1.68,-1.68,2.54
126015,9.55,-1.55,-1.58,2.54
126046,9.51,-1.56,-1.62,2.55
126076,9.58,-1.65,-1.63,2.54
126108,9.52,-1.53,-1.59,2.55
126139,9.46,-1.65,-1.67,2.54
126171,9.39,-1.70,-1.69,2.53
126201,9.56,-1.46,-1.58,2.54
126233,9.49,-1.57,-1.66,2.52
126264,9.66,-1.54,-1.55,2.54
126296,9.41,-1.53,-1.61,2.54
126326,9.56,-1.64,-1.55,2.54
126358,9.41,-1.71,-1.71,2.54
126389,9.57,-1.48,-1.64,2.54
126420,9.65,-1.49,-1.63,2.54
126451,9.62,-1.59,-1.52,2.55
126483,9.50,-1.53,-1.66,2.54
126514,9.39,-1.71,-1.64,2.54
126544,9.53,-1.65,-1.78,2.53
126576,9.55,-1.52,-1.58,2.54
126607,9.58,-1.55,-1.68,2.54
126639,9.55,-1.62,-1.61,2.55
126669,9.56,-1.54,-1.72,2.55
126701,9.36,-1.71,-1.68,2.55
126732,9.37,-1.67,-1.66,2.54
126764,9.49,-1.58,-1.63,2.53
126794,9.55,-1.59,-1.62,2.54
126826,9.67,-1.53,-1.54,2.53
126857,9.50,-1.55,-1.55,2.53
126888,9.40,-1.72,-1.63,2.54
126919,9.39,-1.72,-1.70,2.54
126951,9.43,-1.48,-1.62,2.55
126982,9.62,-1.52,-1.58,2.55
127013,9.73,-1.60,-1.55,2.55
127044,9.39,-1.65,-1.73,2.54
127075,9.50,-1.60,-1.59,2.55
127107,9.45,-1.66,-1.61,2.54
127137,9.49,-1.54,-1.70,2.54
127169,9.64,-1.51,-1.60,2.54
127200,9.57,-1.58,-1.60,2.55
127232,9.44,-1.64,-1.63,2.54
127262,9.46,-1.68,-1.62,2.54
127294,9.34,-1.67,-1.79,2.54
127325,9.64,-1.46,-1.64,2.55
127356,9.65,-1.61,-1.56,2.54
127387,9.65,-1.54,-1.66,2.54
127419,9.52,-1.71,-1.68,2.53
127450,9.58,-1.58,-1.59,2.54
127481,9.37,-1.73,-1.76,2.54
127512,9.57,-1.52,-1.65,2.54
127543,9.61,-1.56,-1.68,2.55
127575,9.59,-1.55,-1.58,2.55
127605,9.56,-1.56,-1.62,2.53
127637,9.34,-1.71,-1.64,2.54
127668,9.57,-1.64,-1.68,2.53
127699,9.54,-1.49,-1.65,2.55
127730,9.60,-1.63,-1.68,2.53
127762,9.52,-1.44,-1.57,2.54
127793,9.40,-1.63,-1.73,2.54
127824,9.40,-1.60,-1.62,2.54
127855,9.55,-1.70,-1.67,2.54
127887,9.51,-1.54,-1.54,2.55
127918,9.62,-1.60,-1.57,2.55
127949,9.66,-1.57,-1.58,2.54
127980,9.46,-1.62,-1.80,2.54
128012,9.42,-1.62,-1.62,2.54
128043,9.51,-1.60,-1.61,2.54
128073,9.57,-1.49,-1.61,2.54
128105,9.64,-1.59,-1.59,2.54
128136,9.73,-1.57,-1.43,2.54
128167,9.43,-1.59,-1.67,2.54
128198,9.41,-1.71,-1.74,2.54
128230,9.58,-1.59,-1.60,2.53
128261,9.54,-1.48,-1.61,2.55
128292,9.59,-1.50,-1.66,2.55
128323,9.65,-1.57,-1.61,2.54
128355,9.47,-1.61,-1.68,2.55
128386,9.30,-1.75,-1.71,2.54
128417,9.49,-1.70,-1.72,2.54
128448,9.76,-1.52,-1.42,2.53
128480,9.62,-1.48,-1.53,2.54
128510,9.56,-1.52,-1.61,2.54
128541,9.43,-1.61,-1.65,2.54
128573,9.39,-1.76,-1.54,2.54
128604,9.49,-1.58,-1.69,2.54
128635,9.63,-1.54,-1.60,2.55
128666,9.64,-1.47,-1.62,2.55
128698,9.46,-1.59,-1.65,2.54
128729,9.55,-1.54,-1.63,2.54
128760,9.46,-1.66,-1.72,2.53
128791,9.46,-1.64,-1.58,2.54
128823,9.65,-1.53,-1.54,2.53
128854,9.48,-1.58,-1.68,2.54
128885,9.62,-1.61,-1.68,2.54
128916,9.58,-1.55,-1.58,2.55
128948,9.35,-1.76,-1.70,2.54
128978,9.50,-1.70,-1.69,2.55
129010,9.43,-1.60,-1.64,2.54
129041,9.66,-1.47,-1.61,2.55
129072,9.69,-1.54,-1.63,2.54
129103,9.36,-1.62,-1.75,2.54
129134,9.38,-1.65,-1.74,2.55
129166,9.33,-1.70,-1.74,2.54
129197,9.61,-1.52,-1.63,2.53
129228,9.68,-1.47,-1.59,2.54
129259,9.52,-1.70,-1.63,2.54
129291,9.45,-1.57,-1.62,2.54
129321,9.30,-1.67,-1.80,2.55
129353,9.51,-1.61,-1.63,2.54
129384,9.64,-1.53,-1.56,2.54
129416,9.55,-1.58,-1.69,2.54
129446,9.77,-1.39,-1.48,2.54
129478,9.43,-1.68,-1.52,2.54
129509,9.48,-1.67,-1.66,2.54
129540,9.36,-1.72,-1.68,2.54
129571,9.57,-1.53,-1.65,2.55
129602,9.64,-1.52,-1.55,2.55
129634,9.52,-1.58,-1.73,2.54
129665,9.64,-1.51,-1.60,2.54
129696,9.44,-1.66,-1.58,2.54
129727,9.46,-1.67,-1.69,2.54
129759,9.64,-1.47,-1.54,2.54
129789,9.68,-1.57,-1.67,2.54
129821,9.54,-1.58,-1.56,2.54
129852,9.57,-1.57,-1.63,2.54
129884,9.44,-1.72,-1.74,2.54
129914,9.35,-1.68,-1.66,2.54
129946,9.68,-1.45,-1.56,2.54
129977,9.53,-1.63,-1.75,2.54
130009,9.62,-1.68,-1.64,2.55
130039,9.51,-1.56,-1.69,2.55
130070,9.58,-1.61,-1.56,2.54
130102,9.49,-1.70,-1.63,2.54
130132,9.68,-1.51,-1.56,2.54
130164,9.76,-1.56,-1.51,2.54
130195,9.62,-1.55,-1.57,2.54
130227,9.54,-1.57,-1.67,2.54
130257,9.36,-1.62,-1.68,2.54
130289,9.46,-1.65,-1.59,2.55
130320,9.63,-1.56,-1.67,2.55
130352,9.56,-1.52,-1.61,2.54
130382,9.57,-1.63,-1.66,2.54
130414,9.57,-1.53,-1.61,2.54
130445,9.51,-1.72,-1.63,2.54
130477,9.44,-1.63,-1.65,2.55
130507,9.44,-1.54,-1.69,2.54
130538,9.63,-1.43,-1.57,2.54
130570,9.70,-1.55,-1.52,2.54
130600,9.52,-1.54,-1.65,2.54
130632,9.46,-1.69,-1.64,2.54
130663,9.42,-1.70,-1.72,2.54
130695,9.46,-1.64,-1.74,2.55
130725,9.61,-1.46,-1.58,2.55
130757,9.67,-1.61,-1.65,2.54
130788,9.48,-1.54,-1.67,2.54
130820,9.40,-1.75,-1.65,2.55
130850,9.49,-1.67,-1.69,2.55
130882,9.61,-1.56,-1.59,2.54
130913,9.71,-1.50,-1.67,2.54
130945,9.59,-1.60,-1.60,2.54
130975,9.50,-1.52,-1.64,2.55
131007,9.47,-1.65,-1.64,2.54
131038,9.38,-1.78,-1.77,2.54
131068,9.52,-1.58,-1.70,2.55
131100,9.62,-1.54,-1.57,2.54
131131,9.65,-1.50,-1.59,2.54
131163,9.59,-1.55,-1.64,2.55
131193,9.36,-1.71,-1.69,2.56
131225,9.35,-1.71,-1.71,2.54
131256,9.61,-1.54,-1.59,2.54
131288,9.72,-1.53,-1.63,2.54
131318,9.68,-1.60,-1.62,2.54
131350,9.47,-1.56,-1.71,2.54
131381,9.50,-1.63,-1.67,2.53
131412,9.41,-1.70,-1.62,2.54
131443,9.57,-1.55,-1.51,2.54
131475,9.58,-1.49,-1.59,2.54
131506,9.80,-1.54,-1.61,2.54
131536,9.42,-1.61,-1.65,2.54
131568,9.50,-1.68,-1.73,2.55
131599,9.42,-1.68,-1.61,2.57
131631,9.58,-1.55,-1.62,2.53
131661,9.53,-1.55,-1.64,2.54
131693,9.66,-1.50,-1.54,2.54
131724,9.63,-1.52,-1.60,2.54
131756,9.51,-1.65,-1.64,2.54
131786,9.30,-1.78,-1.81,2.53
131818,9.55,-1.48,-1.56,2.54
131849,9.59,-1.54,-1.56,2.55
131880,9.61,-1.59,-1.61,2.54
131911,9.65,-1.50,-1.58,2.54
131943,9.51,-1.64,-1.65,2.54
131974,9.43,-1.71,-1.72,2.54
132005,9.60,-1.52,-1.64,2.54
132036,9.68,-1.58,-1.53,2.54
132067,9.59,-1.61,-1.63,2.55
132099,9.64,-1.50,-1.64,2.55
132129,9.47,-1.64,-1.58,2.54
132161,9.29,-1.72,-1.69,2.54
132192,9.53,-1.55,-1.56,2.54
132224,9.56,-1.50,-1.70,2.54
132254,9.59,-1.54,-1.59,2.54
132286,9.71,-1.49,-1.63,2.54
132317,9.53,-1.67,-1.64,2.55
132348,9.44,-1.79,-1.75,2.54
132379,9.56,-1.55,-1.66,2.54
132411,9.75,-1.43,-1.55,2.54
132442,9.45,-1.66,-1.71,2.54
132473,9.62,-1.49,-1.65,2.54
132504,9.55,-1.61,-1.58,2.54
132535,9.49,-1.69,-1.78,2.54
132567,9.49,-1.71,-1.68,2.54
132597,9.45,-1.48,-1.61,2.55
132629,9.69,-1.55,-1.62,2.55
132660,9.61,-1.51,-1.70,2.54
132691,9.45,-1.63,-1.66,2.54
132722,9.31,-1.71,-1.68,2.55
132754,9.46,-1.66,-1.73,2.55
132785,9.53,-1.48,-1.72,2.54
132816,9.76,-1.54,-1.51,2.54
132847,9.59,-1.57,-1.65,2.54
132879,9.49,-1.61,-1.62,2.55
132910,9.55,-1.68,-1.67,2.55
132941,9.50,-1.73,-1.66,2.54
132972,9.50,-1.50,-1.68,2.54
133004,9.74,-1.61,-1.55,2.55
133035,9.60,-1.45,-1.58,2.54
133065,9.49,-1.65,-1.55,2.54
133097,9.52,-1.57,-1.60,2.54
133128,9.40,-1.73,-1.77,2.54
133159,9.49,-1.48,-1.61,2.54
133190,9.70,-1.53,-1.52,2.55
133222,9.60,-1.49,-1.51,2.54
133253,9.51,-1.53,-1.70,2.54
133284,9.47,-1.68,-1.63,2.54
133315,9.46,-1.64,-1.68,2.54
133347,9.59,-1.58,-1.59,2.54
133378,9.48,-1.61,-1.59,2.54
133409,9.69,-1.54,-1.52,2.53
133440,9.43,-1.52,-1.65,2.54
133472,9.57,-1.59,-1.58,2.54
133502,9.41,-1.72,-1.78,2.54
133533,9.54,-1.48,-1.71,2.55
133565,9.56,-1.58,-1.58,2.55
133596,9.60,-1.59,-1.57,2.54
133627,9.62,-1.51,-1.70,2.54
133658,9.47,-1.62,-1.60,2.55
133690,9.35,-1.72,-1.86,2.54
133721,9.66,-1.60,-1.63,2.54
133752,9.59,-1.63,-1.50,2.54
133783,9.61,-1.54,-1.61,2.54
133815,9.41,-1.56,-1.73,2.54
133846,9.58,-1.59,-1.62,2.54
133877,9.48,-1.67,-1.77,2.54
133908,9.45,-1.53,-1.63,2.53
133940,9.55,-1.53,-1.69,2.55
133970,9.79,-1.54,-1.49,2.55
134002,9.54,-1.48,-1.58,2.55
134033,9.50,-1.63,-1.64,2.54
134064,9.36,-1.71,-1.67,2.54
134095,9.57,-1.47,-1.70,2.54
134126,9.53,-1.49,-1.59,2.55
134158,9.70,-1.47,-1.59,2.55
134189,9.60,-1.58,-1.60,2.54
134220,9.55,-1.64,-1.66,2.54
134251,9.45,-1.71,-1.74,2.54
134283,9.51,-1.72,-1.67,2.53
134313,9.50,-1.52,-1.63,2.55
134345,9.67,-1.57,-1.50,2.54
134376,9.56,-1.57,-1.61,2.54
134408,9.43,-1.74,-1.69,2.54
134438,9.35,-1.71,-1.73,2.54
134470,9.45,-1.66,-1.63,2.55
134501,9.57,-1.48,-1.60,2.54
134532,9.64,-1.51,-1.58,2.53
134563,9.55,-1.56,-1.63,2.55
134594,9.41,-1.65,-1.70,2.55
134626,9.32,-1.70,-1.70,2.55
134657,9.52,-1.64,-1.59,2.54
134688,9.61,-1.53,-1.57,2.54
134719,9.62,-1.52,-1.61,2.54
134751,9.64,-1.63,-1.58,2.54
134781,9.48,-1.65,-1.71,2.54
134813,9.52,-1.71,-1.64,2.53
134844,9.37,-1.76,-1.70,2.54
134876,9.63,-1.46,-1.61,2.54
134906,9.63,-1.56,-1.58,2.54
134938,9.68,-1.47,-1.58,2.54
134969,9.55,-1.48,-1.65,2.53
135001,9.54,-1.61,-1.72,2.54
135031,9.49,-1.66,-1.67,2.55
135062,9.52,-1.54,-1.70,2.55
135094,9.60,-1.47,-1.51,2.54
135124,9.58,-1.58,-1.65,2.55
135156,9.58,-1.55,-1.66,2.54
135187,9.40,-1.65,-1.58,2.53
135219,9.34,-1.71,-1.74,2.54
135249,9.55,-1.49,-1.64,2.54
135281,9.57,-1.57,-1.61,2.54
135312,9.55,-1.62,-1.60,2.54
135344,9.56,-1.55,-1.61,2.54
135374,9.50,-1.69,-1.66,2.54
135406,9.45,-1.74,-1.72,2.54
135437,9.52,-1.46,-1.55,2.55
135469,9.57,-1.58,-1.63,2.54
135499,9.66,-1.64,-1.66,2.55
135530,9.58,-1.53,-1.78,2.54
135562,9.54,-1.64,-1.63,2.54
135592,9.42,-1.70,-1.72,2.53
135624,9.59,-1.56,-1.75,2.54
135655,9.57,-1.50,-1.67,2.55
135687,9.65,-1.54,-1.53,2.55
135717,9.64,-1.53,-1.68,2.54
135749,9.45,-1.61,-1.70,2.54
135780,9.34,-1.74,-1.75,2.54
135812,9.67,-1.47,-1.60,2.55
135842,9.58,-1.55,-1.72,2.54
135874,9.77,-1.48,-1.51,2.54
135905,9.60,-1.54,-1.54,2.55
135937,9.45,-1.66,-1.61,2.54
135967,9.24,-1.79,-1.88,2.54
135999,9.45,-1.61,-1.75,2.54
136030,9.51,-1.50,-1.59,2.54
136060,9.47,-1.55,-1.66,2.54
136092,9.63,-1.50,-1.60,2.54
136123,9.52,-1.60,-1.60,2.54
136155,9.34,-1.75,-1.70,2.54
136185,9.37,-1.69,-1.77,2.55
136217,9.52,-1.50,-1.64,2.55
136248,9.63,-1.53,-1.56,2.55
136280,9.64,-1.54,-1.58,2.54
136310,9.36,-1.64,-1.65,2.54
136342,9.46,-1.75,-1.66,2.54
136373,9.28,-1.72,-1.83,2.55
136404,9.66,-1.47,-1.58,2.55
136435,9.70,-1.54,-1.57,2.54
136467,9.57,-1.69,-1.56,2.53
136498,9.35,-1.59,-1.73,2.53
136528,9.32,-1.72,-1.72,2.54
136560,9.43,-1.63,-1.63,2.55
136591,9.66,-1.57,-1.62,2.55
136623,9.65,-1.60,-1.55,2.54
136653,9.59,-1.59,-1.60,2.54
136685,9.57,-1.52,-1.62,2.53
136716,9.53,-1.63,-1.62,2.54
136748,9.29,-1.81,-1.71,2.55
136778,9.58,-1.44,-1.61,2.54
136810,9.60,-1.55,-1.60,2.53
136841,9.53,-1.58,-1.70,2.53
136872,9.56,-1.57,-1.65,2.54
136903,9.49,-1.64,-1.68,2.54
136935,9.45,-1.72,-1.73,2.54
136966,9.57,-1.52,-1.64,2.54
136997,9.63,-1.55,-1.60,2.54
137028,9.63,-1.62,-1.62,2.54
137059,9.63,-1.54,-1.62,2.55
137091,9.55,-1.58,-1.61,2.55
137121,9.29,-1.74,-1.79,2.56
137153,9.63,-1.49,-1.72,2.55
137184,9.59,-1.53,-1.60,2.55
137216,9.74,-1.48,-1.49,2.54
137246,9.66,-1.58,-1.64,2.54
137278,9.57,-1.57,-1.64,2.54
137309,9.17,-1.79,-1.75,2.54
137340,9.64,-1.47,-1.55,2.55
137371,9.46,-1.58,-1.71,2.55
137403,9.79,-1.46,-1.51,2.54
137434,9.65,-1.55,-1.57,2.54
137465,9.51,-1.60,-1.58,2.54
137496,9.50,-1.73,-1.76,2.54
137527,9.54,-1.55,-1.71,2.54
137559,9.50,-1.55,-1.59,2.54
137589,9.59,-1.55,-1.57,2.53
137621,9.59,-1.48,-1.67,2.54
137652,9.50,-1.54,-1.64,2.54
137683,9.34,-1.70,-1.71,2.54
137714,9.39,-1.75,-1.76,2.54
137746,9.55,-1.53,-1.67,2.53
137777,9.68,-1.54,-1.58,2.57
137808,9.67,-1.55,-1.57,2.53
137839,9.40,-1.61,-1.72,2.54
137871,9.53,-1.63,-1.61,2.54
137902,9.40,-1.65,-1.65,2.55
137933,9.73,-1.45,-1.51,2.54
137964,9.56,-1.55,-1.58,2.53
137996,9.63,-1.52,-1.64,2.53
138027,9.52,-1.61,-1.57,2.54
138057,9.51,-1.64,-1.60,2.54
138089,9.53,-1.72,-1.77,2.55
138120,9.52,-1.46,-1.67,2.55
138151,9.68,-1.58,-1.54,2.55
138182,9.63,-1.52,-1.68,2.54
138214,9.45,-1.65,-1.59,2.54
138245,9.41,-1.69,-1.65,2.55
138276,9.43,-1.65,-1.64,2.54
138307,9.66,-1.50,-1.61,2.53
138339,9.69,-1.64,-1.61,2.55
138370,9.50,-1.46,-1.63,2.55
138401,9.56,-1.55,-1.65,2.53
138432,9.54,-1.70,-1.74,2.53
138464,9.39,-1.75,-1.63,2.54
138494,9.52,-1.53,-1.60,2.55
138525,9.71,-1.58,-1.55,2.54
138557,9.57,-1.60,-1.65,2.54
138588,9.51,-1.57,-1.53,2.54
138619,9.47,-1.68,-1.64,2.55
138650,9.48,-1.61,-1.75,2.54
138682,9.49,-1.49,-1.61,2.54
138713,9.68,-1.58,-1.60,2.55
138744,9.70,-1.62,-1.45,2.54
138775,9.42,-1.58,-1.72,2.54
138807,9.45,-1.72,-1.58,2.54
138838,9.47,-1.70,-1.70,2.54
138869,9.56,-1.54,-1.58,2.54
138900,9.64,-1.52,-1.60,2.54
138932,9.54,-1.66,-1.69,2.55
138962,9.57,-1.52,-1.58,2.55
138994,9.46,-1.71,-1.63,2.54
139025,9.44,-1.65,-1.73,2.54
139056,9.53,-1.41,-1.54,2.54
139087,9.46,-1.56,-1.62,2.54
139118,9.67,-1.62,-1.54,2.53
139150,9.37,-1.71,-1.79,2.53
139181,9.49,-1.59,-1.63,2.54
139212,9.57,-1.61,-1.67,2.55
139243,9.65,-1.53,-1.62,2.54
139275,9.70,-1.49,-1.62,2.55
139305,9.68,-1.51,-1.65,2.54
139337,9.46,-1.54,-1.69,2.54
139368,9.49,-1.54,-1.60,2.55
139400,9.47,-1.64,-1.78,2.54
139430,9.63,-1.57,-1.66,2.54
139462,9.56,-1.53,-1.64,2.55
139493,9.67,-1.63,-1.68,2.55
139524,9.54,-1.56,-1.68,2.54
139555,9.34,-1.71,-1.65,2.54
139586,9.32,-1.69,-1.72,2.54
139618,9.51,-1.55,-1.70,2.55
139649,9.44,-1.55,-1.59,2.54
139680,9.81,-1.47,-1.47,2.55
139711,9.41,-1.69,-1.70,2.54
139743,9.40,-1.70,-1.73,2.54
139773,9.31,-1.72,-1.71,2.53
139805,9.59,-1.51,-1.58,2.54
139836,9.63,-1.61,-1.64,2.54
139868,9.62,-1.58,-1.72,2.55
139898,9.52,-1.56,-1.59,2.54
139930,9.39,-1.65,-1.75,2.54
139961,9.38,-1.74,-1.78,2.54
139993,9.56,-1.49,-1.57,2.54
140023,9.58,-1.52,-1.63,2.54
140054,9.58,-1.55,-1.51,2.54
140086,9.50,-1.64,-1.58,2.54
140116,9.41,-1.68,-1.75,2.54
140148,9.40,-1.66,-1.66,2.54
140179,9.55,-1.52,-1.63,2.54
140211,9.62,-1.53,-1.73,2.54
140241,9.72,-1.49,-1.52,2.54
140273,9.51,-1.63,-1.64,2.54
140304,9.60,-1.59,-1.62,2.55
140336,9.46,-1.72,-1.70,2.54
140366,9.56,-1.52,-1.62,2.54
140398,9.54,-1.56,-1.58,2.55
140429,9.62,-1.51,-1.60,2.54
140461,9.59,-1.55,-1.68,2.54
140491,9.49,-1.69,-1.70,2.55
140522,9.33,-1.73,-1.75,2.54
140554,9.54,-1.48,-1.62,2.53
140584,9.56,-1.59,-1.73,2.54
140616,9.62,-1.55,-1.61,2.55
140647,9.42,-1.53,-1.77,2.55
140679,9.44,-1.65,-1.62,2.54
140709,9.42,-1.66,-1.67,2.53
140741,9.54,-1.55,-1.55,2.54
140772,9.68,-1.58,-1.57,2.54
140804,9.78,-1.58,-1.55,2.54
140834,9.43,-1.62,-1.64,2.55
140866,9.43,-1.74,-1.63,2.55
140897,9.55,-1.70,-1.61,2.54
140929,9.62,-1.53,-1.59,2.54
140959,9.59,-1.57,-1.58,2.55
140991,9.54,-1.60,-1.54,2.55
141022,9.57,-1.50,-1.53,2.54
141052,9.40,-1.77,-1.74,2.55
141084,9.49,-1.65,-1.74,2.54
141115,9.55,-1.52,-1.52,2.55
141147,9.53,-1.59,-1.66,2.54
141177,9.75,-1.55,-1.67,2.54
141209,9.47,-1.62,-1.67,2.54
141240,9.36,-1.68,-1.72,2.54
141272,9.67,-1.51,-1.55,2.54
141302,9.48,-1.52,-1.62,2.55
141334,9.62,-1.52,-1.58,2.54
141365,9.59,-1.59,-1.66,2.54
141396,9.52,-1.63,-1.64,2.54
141427,9.38,-1.69,-1.62,2.54
141459,9.50,-1.55,-1.62,2.54
141490,9.59,-1.48,-1.65,2.57
141520,9.62,-1.54,-1.48,2.54
141552,9.66,-1.54,-1.64,2.54
141583,9.47,-1.55,-1.71,2.54
141615,9.55,-1.71,-1.68,2.54
141645,9.56,-1.55,-1.67,2.55
141677,9.59,-1.50,-1.63,2.54
141708,9.56,-1.60,-1.59,2.54
141740,9.75,-1.50,-1.67,2.54
141770,9.45,-1.64,-1.62,2.54
141802,9.45,-1.64,-1.59,2.53
141833,9.37,-1.64,-1.73,2.53
141864,9.70,-1.48,-1.56,2.55
141895,9.57,-1.57,-1.66,2.54
141927,9.64,-1.55,-1.60,2.54
141958,9.45,-1.71,-1.75,2.54
141989,9.50,-1.69,-1.62,2.54
142020,9.35,-1.65,-1.78,2.54
142051,9.70,-1.46,-1.55,2.54
142083,9.63,-1.58,-1.62,2.55
142113,9.54,-1.60,-1.70,2.54
142145,9.40,-1.67,-1.67,2.55
142176,9.49,-1.70,-1.70,2.55
142208,9.50,-1.56,-1.64,2.54
142238,9.66,-1.50,-1.57,2.54
142270,9.68,-1.63,-1.54,2.53
142301,9.49,-1.58,-1.76,2.54
142332,9.50,-1.64,-1.61,2.54
142363,9.36,-1.69,-1.78,2.54
142395,9.55,-1.48,-1.66,2.54
142426,9.56,-1.51,-1.53,2.54
142457,9.59,-1.65,-1.61,2.54
142488,9.55,-1.55,-1.64,2.54
142519,9.48,-1.59,-1.61,2.54
142551,9.41,-1.79,-1.76,2.54
142581,9.53,-1.52,-1.61,2.54
142613,9.57,-1.58,-1.58,2.54
142644,9.68,-1.60,-1.59,2.54
142675,9.52,-1.58,-1.62,2.55
142706,9.50,-1.60,-1.56,2.54
142738,9.37,-1.69,-1.64,2.54
142769,9.50,-1.55,-1.65,2.54
142800,9.62,-1.54,-1.64,2.55
142831,9.56,-1.61,-1.65,2.54
142863,9.56,-1.56,-1.60,2.55
142894,9.31,-1.71,-1.75,2.54
142925,9.50,-1.64,-1.67,2.54
142956,9.67,-1.50,-1.60,2.54
142988,9.64,-1.52,-1.57,2.54
143019,9.63,-1.56,-1.68,2.54
143049,9.64,-1.53,-1.71,2.55
143081,9.49,-1.68,-1.62,2.54
143112,9.35,-1.66,-1.75,2.54
143143,9.71,-1.57,-1.58,2.54
143174,9.55,-1.56,-1.68,2.54
143206,9.59,-1.55,-1.62,2.54
143237,9.49,-1.52,-1.71,2.54
143268,9.48,-1.68,-1.65,2.55
143299,9.34,-1.67,-1.67,2.55
143331,9.62,-1.46,-1.58,2.54
143362,9.41,-1.65,-1.77,2.54
143393,9.69,-1.59,-1.72,2.55
143424,9.45,-1.58,-1.77,2.54
143456,9.43,-1.64,-1.70,2.54
143486,9.41,-1.66,-1.76,2.53
143517,9.56,-1.49,-1.61,2.53
143549,9.63,-1.44,-1.58,2.55
143580,9.61,-1.63,-1.55,2.54
143611,9.47,-1.63,-1.72,2.53
143642,9.36,-1.75,-1.63,2.54
143674,9.59,-1.54,-1.63,2.55
143705,9.52,-1.53,-1.65,2.54
143736,9.71,-1.50,-1.53,2.53
143767,9.62,-1.57,-1.67,2.55
143799,9.46,-1.65,-1.66,2.54
143830,9.31,-1.73,-1.73,2.54
143861,9.57,-1.59,-1.53,2.54
143892,9.56,-1.47,-1.58,2.54
143924,9.73,-1.49,-1.56,2.54
143954,9.53,-1.68,-1.69,2.54
143986,9.39,-1.66,-1.78,2.54
144017,9.59,-1.63,-1.60,2.54
144048,9.53,-1.65,-1.66,2.54
144079,9.56,-1.46,-1.64,2.54
144110,9.71,-1.59,-1.68,2.55
