Time,X,Y,Z,Sound
86603,9.54,-1.54,-1.60,2.54
86634,9.46,-1.71,-1.67,2.54
86664,9.64,-1.49,-1.51,2.53
86694,9.69,-1.58,-1.65,2.54
86724,9.55,-1.71,-1.62,2.54
86755,9.58,-1.53,-1.63,2.54
86785,9.67,-1.61,-1.56,2.54
86815,9.57,-1.62,-1.56,2.54
86845,9.58,-1.57,-1.66,2.54
86875,9.60,-1.59,-1.56,2.55
86905,9.57,-1.52,-1.60,2.54
86935,9.44,-1.70,-1.64,2.55
86966,9.51,-1.53,-1.66,2.55
86995,9.51,-1.55,-1.75,2.53
87026,9.31,-1.65,-1.69,2.54
87056,9.62,-1.48,-1.65,2.53
87087,9.56,-1.56,-1.67,2.55
87116,9.53,-1.67,-1.56,2.55
87147,9.47,-1.64,-1.65,2.54
87177,9.62,-1.57,-1.61,2.52
87206,9.41,-1.58,-1.69,2.54
87237,9.39,-1.70,-1.70,2.54
87267,9.52,-1.65,-1.64,2.54
87298,9.39,-1.59,-1.69,2.54
87327,9.48,-1.67,-1.56,2.55
87358,9.59,-1.44,-1.58,2.53
87388,9.66,-1.51,-1.62,2.55
87418,9.45,-1.71,-1.62,2.55
87448,9.57,-1.48,-1.61,2.54
87479,9.64,-1.67,-1.59,2.54
87508,9.55,-1.61,-1.49,2.54
87538,9.43,-1.69,-1.71,2.53
87569,9.59,-1.60,-1.67,2.54
87599,9.49,-1.50,-1.76,2.54
87629,9.36,-1.68,-1.78,2.54
87659,9.55,-1.58,-1.65,2.54
87690,9.51,-1.46,-1.74,2.54
87719,9.38,-1.68,-1.77,2.55
87750,9.57,-1.52,-1.59,2.54
87780,9.59,-1.58,-1.58,2.55
87811,9.28,-1.67,-1.71,2.53
87840,9.40,-1.62,-1.73,2.53
87870,9.62,-1.60,-1.56,2.54
87901,9.54,-1.59,-1.59,2.55
87930,9.44,-1.69,-1.83,2.54
87961,9.70,-1.48,-1.55,2.54
87991,9.63,-1.50,-1.63,2.54
88022,9.43,-1.71,-1.71,2.54
88051,9.68,-1.47,-1.60,2.54
88082,9.58,-1.54,-1.49,2.54
88112,9.38,-1.67,-1.76,2.53
88142,9.59,-1.50,-1.65,2.55
88172,9.66,-1.54,-1.54,2.54
88202,9.38,-1.54,-1.63,2.55
88232,9.43,-1.65,-1.77,2.55
88262,9.47,-1.59,-1.69,2.54
88293,9.42,-1.64,-1.72,2.53
88323,9.45,-1.65,-1.69,2.53
88353,9.59,-1.56,-1.66,2.54
88383,9.70,-1.50,-1.58,2.54
88414,9.32,-1.70,-1.63,2.53
88443,9.61,-1.52,-1.70,2.54
88473,9.57,-1.55,-1.61,2.54
88504,9.40,-1.64,-1.74,2.54
88534,9.48,-1.50,-1.62,2.54
88564,9.65,-1.60,-1.69,2.55
88594,9.54,-1.51,-1.58,2.54
88625,9.44,-1.63,-1.61,2.54
88654,9.54,-1.55,-1.56,2.55
88685,9.33,-1.62,-1.77,2.54
88715,9.33,-1.76,-1.71,2.55
88745,9.55,-1.50,-1.67,2.54
88775,9.48,-1.54,-1.69,2.54
88805,9.54,-1.63,-1.62,2.53
88836,9.66,-1.53,-1.58,2.53
88865,9.70,-1.65,-1.73,2.54
88896,9.45,-1.65,-1.67,2.54
88926,9.63,-1.58,-1.57,2.53
88956,9.64,-1.58,-1.64,2.55
88986,9.54,-1.59,-1.65,2.55
89017,9.31,-1.74,-1.79,2.54
89047,9.48,-1.52,-1.63,2.54
89077,9.57,-1.57,-1.66,2.56
89107,9.49,-1.75,-1.61,2.54
89137,9.69,-1.43,-1.51,2.54
89167,9.65,-1.49,-1.53,2.54
89197,9.48,-1.72,-1.66,2.54
89228,9.48,-1.56,-1.68,2.53
89257,9.46,-1.64,-1.64,2.55
89288,9.49,-1.58,-1.65,2.53
89318,9.51,-1.54,-1.64,2.54
89349,9.65,-1.62,-1.59,2.52
89378,9.44,-1.58,-1.71,2.57
89409,9.39,-1.70,-1.74,2.54
89439,9.61,-1.55,-1.57,2.55
89468,9.57,-1.55,-1.61,2.54
89499,9.48,-1.67,-1.67,2.57
89529,9.50,-1.50,-1.65,2.53
89560,9.46,-1.61,-1.72,2.55
89589,9.39,-1.71,-1.75,2.54
89620,9.62,-1.62,-1.61,2.54
89650,9.60,-1.60,-1.50,2.54
89680,9.53,-1.60,-1.57,2.54
89710,9.43,-1.70,-1.73,2.54
89741,9.69,-1.61,-1.61,2.54
89771,9.59,-1.55,-1.67,2.54
89800,9.36,-1.73,-1.74,2.54
89831,9.50,-1.58,-1.55,2.55
89861,9.63,-1.54,-1.67,2.54
89891,9.46,-1.61,-1.60,2.55
89921,9.58,-1.49,-1.67,2.54
89952,9.56,-1.60,-1.48,2.54
89981,9.54,-1.56,-1.58,2.55
90012,9.59,-1.52,-1.65,2.55
90042,9.63,-1.60,-1.51,2.54
90073,9.58,-1.56,-1.64,2.53
90102,9.41,-1.65,-1.65,2.54
90132,9.65,-1.58,-1.58,2.54
90163,9.63,-1.54,-1.52,2.54
90192,9.45,-1.72,-1.72,2.53
90223,9.58,-1.43,-1.50,2.54
90253,9.63,-1.55,-1.61,2.55
90284,9.49,-1.62,-1.75,2.54
90313,9.44,-1.61,-1.71,2.54
90344,9.51,-1.60,-1.70,2.54
90374,9.44,-1.68,-1.59,2.54
90403,9.42,-1.61,-1.75,2.54
90434,9.57,-1.61,-1.62,2.54
90464,9.44,-1.62,-1.66,2.55
90494,9.31,-1.67,-1.71,2.54
90524,9.42,-1.55,-1.63,2.54
90555,9.58,-1.61,-1.74,2.53
90585,9.48,-1.70,-1.58,2.54
90615,9.67,-1.48,-1.53,2.55
90645,9.73,-1.56,-1.47,2.55
90676,9.64,-1.63,-1.52,2.56
90705,9.56,-1.66,-1.63,2.55
90735,9.58,-1.57,-1.56,2.55
90766,9.29,-1.64,-1.70,2.54
90796,9.32,-1.65,-1.74,2.53
90826,9.62,-1.54,-1.60,2.53
90856,9.41,-1.52,-1.68,2.54
90887,9.24,-1.80,-1.76,2.55
90916,9.49,-1.54,-1.54,2.57
90947,9.74,-1.63,-1.64,2.51
90977,9.44,-1.69,-1.61,2.52
91008,9.50,-1.66,-1.64,2.51
91037,9.65,-1.66,-1.67,2.55
91067,9.52,-1.65,-1.64,2.56
91098,9.54,-1.63,-1.66,2.56
91127,9.55,-1.49,-1.58,2.53
91158,9.46,-1.57,-1.61,2.54
91188,9.47,-1.65,-1.66,2.55
91218,9.67,-1.43,-1.59,2.54
91248,9.59,-1.57,-1.59,2.54
91279,9.43,-1.65,-1.65,2.53
91309,9.69,-1.42,-1.60,2.54
91339,9.66,-1.68,-1.59,2.54
91369,9.45,-1.56,-1.69,2.53
91399,9.35,-1.70,-1.78,2.55
91429,9.61,-1.57,-1.60,2.54
91459,9.55,-1.61,-1.65,2.54
91490,9.45,-1.70,-1.69,2.54
91520,9.67,-1.50,-1.62,2.54
91550,9.48,-1.57,-1.63,2.54
91580,9.40,-1.71,-1.58,2.53
91611,9.69,-1.48,-1.49,2.54
91640,9.76,-1.58,-1.52,2.54
91671,9.46,-1.68,-1.67,2.54
91701,9.55,-1.52,-1.67,2.54
91730,9.50,-1.63,-1.65,2.53
91761,9.54,-1.47,-1.59,2.54
91791,9.35,-1.60,-1.67,2.54
91822,9.52,-1.60,-1.66,2.54
91851,9.48,-1.57,-1.66,2.55
91882,9.45,-1.70,-1.74,2.54
91912,9.63,-1.54,-1.65,2.54
91942,9.50,-1.57,-1.50,2.54
91972,9.50,-1.64,-1.64,2.54
92003,9.61,-1.49,-1.57,2.54
92033,9.61,-1.64,-1.64,2.52
92062,9.45,-1.64,-1.56,2.56
92093,9.61,-1.63,-1.62,2.53
92123,9.68,-1.58,-1.63,2.54
92153,9.49,-1.71,-1.54,2.54
92183,9.35,-1.76,-1.73,2.54
92214,9.54,-1.56,-1.64,2.53
92243,9.50,-1.53,-1.63,2.54
92274,9.37,-1.73,-1.79,2.55
92304,9.57,-1.50,-1.62,2.55
92334,9.54,-1.57,-1.60,2.54
92364,9.36,-1.65,-1.76,2.54
92394,9.51,-1.59,-1.59,2.54
92425,9.63,-1.58,-1.53,2.54
92454,9.47,-1.66,-1.69,2.54
92485,9.58,-1.58,-1.63,2.53
92515,9.70,-1.52,-1.59,2.53
92546,9.43,-1.53,-1.58,2.54
92575,9.35,-1.61,-1.75,2.54
92606,9.69,-1.43,-1.58,2.53
92636,9.55,-1.59,-1.67,2.54
92665,9.40,-1.73,-1.73,2.54
92696,9.68,-1.46,-1.48,2.54
92726,9.63,-1.56,-1.61,2.54
92756,9.31,-1.72,-1.80,2.54
92786,9.54,-1.52,-1.63,2.55
92817,9.71,-1.47,-1.44,2.55
92847,9.53,-1.49,-1.70,2.54
92877,9.52,-1.64,-1.64,2.54
92907,9.56,-1.58,-1.71,2.55
92938,9.45,-1.60,-1.63,2.54
92967,9.42,-1.61,-1.71,2.55
92997,9.67,-1.63,-1.64,2.53
93028,9.44,-1.58,-1.69,2.54
93058,9.51,-1.65,-1.52,2.55
93088,9.62,-1.53,-1.59,2.55
93118,9.69,-1.50,-1.52,2.53
93149,9.40,-1.76,-1.72,2.54
93178,9.62,-1.53,-1.42,2.54
93209,9.62,-1.54,-1.50,2.54
93239,9.48,-1.53,-1.57,2.54
93270,9.50,-1.72,-1.58,2.54
93299,9.73,-1.56,-1.52,2.55
93329,9.67,-1.49,-1.66,2.54
93360,9.52,-1.70,-1.70,2.54
93389,9.58,-1.52,-1.55,2.54
93420,9.47,-1.53,-1.72,2.54
93450,9.54,-1.58,-1.63,2.54
93480,9.63,-1.52,-1.58,2.54
93510,9.62,-1.56,-1.69,2.52
93541,9.48,-1.65,-1.74,2.55
93571,9.45,-1.61,-1.67,2.54
93601,9.64,-1.61,-1.56,2.54
93631,9.57,-1.59,-1.64,2.55
93661,9.25,-1.74,-1.77,2.55
93691,9.51,-1.55,-1.67,2.54
93721,9.70,-1.58,-1.57,2.54
93752,9.59,-1.64,-1.63,2.55
93782,9.63,-1.47,-1.60,2.54
93812,9.49,-1.59,-1.70,2.55
93842,9.41,-1.72,-1.74,2.54
93873,9.48,-1.62,-1.68,2.54
93902,9.63,-1.56,-1.68,2.54
93933,9.42,-1.68,-1.70,2.54
93963,9.38,-1.61,-1.68,2.54
93992,9.51,-1.57,-1.60,2.55
94023,9.36,-1.72,-1.75,2.53
94053,9.36,-1.72,-1.73,2.54
94084,9.65,-1.48,-1.57,2.53
94113,9.70,-1.60,-1.62,2.54
94144,9.50,-1.71,-1.58,2.53
94174,9.71,-1.51,-1.58,2.55
94204,9.61,-1.53,-1.60,2.54
94234,9.35,-1.68,-1.75,2.55
94264,9.48,-1.54,-1.60,2.55
94295,9.59,-1.58,-1.64,2.54
94324,9.46,-1.55,-1.65,2.55
94355,9.37,-1.72,-1.77,2.54
94385,9.53,-1.54,-1.70,2.54
94415,9.56,-1.57,-1.61,2.54
94445,9.34,-1.69,-1.72,2.55
94476,9.60,-1.46,-1.61,2.54
94505,9.61,-1.59,-1.62,2.54
94536,9.45,-1.71,-1.62,2.53
94566,9.57,-1.53,-1.60,2.56
94596,9.65,-1.53,-1.60,2.54
94626,9.51,-1.62,-1.63,2.54
94656,9.57,-1.59,-1.73,2.55
94687,9.69,-1.58,-1.61,2.54
94716,9.61,-1.55,-1.55,2.51
94747,9.47,-1.68,-1.68,2.54
94777,9.68,-1.46,-1.57,2.55
94808,9.67,-1.46,-1.67,2.54
94837,9.44,-1.72,-1.71,2.55
94868,9.71,-1.44,-1.56,2.55
94898,9.75,-1.51,-1.49,2.54
94927,9.48,-1.58,-1.59,2.54
94958,9.64,-1.66,-1.60,2.54
94988,9.69,-1.59,-1.60,2.54
95019,9.45,-1.60,-1.60,2.53
95048,9.52,-1.64,-1.71,2.53
95079,9.56,-1.60,-1.61,2.54
95109,9.70,-1.46,-1.58,2.54
95139,9.48,-1.68,-1.75,2.54
95169,9.68,-1.44,-1.58,2.55
95200,9.74,-1.54,-1.52,2.54
95229,9.40,-1.67,-1.69,2.54
95259,9.51,-1.54,-1.66,2.54
95290,9.67,-1.50,-1.59,2.54
95320,9.42,-1.70,-1.66,2.54
95350,9.49,-1.65,-1.70,2.54
95380,9.61,-1.58,-1.55,2.54
95411,9.48,-1.58,-1.70,2.55
95440,9.31,-1.77,-1.82,2.54
95471,9.54,-1.67,-1.74,2.54
95501,9.49,-1.59,-1.66,2.54
95532,9.39,-1.74,-1.70,2.54
95561,9.53,-1.49,-1.67,2.54
95591,9.65,-1.55,-1.64,2.54
95622,9.47,-1.64,-1.68,2.54
95651,9.62,-1.52,-1.63,2.53
95682,9.78,-1.64,-1.70,2.54
95712,9.57,-1.59,-1.54,2.54
95742,9.63,-1.48,-1.49,2.54
95772,9.61,-1.59,-1.60,2.54
95803,9.52,-1.53,-1.72,2.54
95833,9.33,-1.73,-1.73,2.54
95863,9.51,-1.56,-1.60,2.54
95893,9.72,-1.51,-1.63,2.53
95923,9.38,-1.62,-1.64,2.54
95953,9.64,-1.47,-1.52,2.53
95983,9.70,-1.58,-1.52,2.54
96014,9.56,-1.51,-1.52,2.54
96044,9.71,-1.56,-1.55,2.54
96074,9.62,-1.60,-1.58,2.54
96104,9.50,-1.64,-1.63,2.54
96135,9.58,-1.57,-1.75,2.54
96164,9.73,-1.55,-1.53,2.53
96194,9.68,-1.48,-1.59,2.54
96225,9.51,-1.64,-1.66,2.54
96254,9.66,-1.50,-1.64,2.54
96285,9.62,-1.58,-1.64,2.54
96315,9.39,-1.69,-1.65,2.54
96346,9.54,-1.52,-1.61,2.53
96375,9.53,-1.66,-1.74,2.54
96406,9.48,-1.59,-1.58,2.54
96436,9.37,-1.70,-1.79,2.54
96466,9.58,-1.52,-1.61,2.54
96496,9.44,-1.64,-1.65,2.54
96526,9.40,-1.67,-1.63,2.54
96557,9.55,-1.47,-1.64,2.54
96586,9.48,-1.52,-1.69,2.54
96617,9.46,-1.67,-1.60,2.54
96647,9.71,-1.47,-1.57,2.54
96677,9.72,-1.60,-1.54,2.54
96707,9.42,-1.63,-1.72,2.54
96738,9.58,-1.54,-1.58,2.54
96768,9.59,-1.57,-1.65,2.54
96798,9.46,-1.66,-1.63,2.54
96828,9.39,-1.66,-1.57,2.53
96858,9.53,-1.49,-1.60,2.54
96888,9.50,-1.54,-1.70,2.54
96918,9.21,-1.83,-1.71,2.54
96949,9.50,-1.54,-1.60,2.54
96978,9.62,-1.56,-1.75,2.54
97009,9.41,-1.68,-1.81,2.55
97039,9.63,-1.51,-1.51,2.55
97070,9.68,-1.55,-1.61,2.54
97099,9.48,-1.61,-1.59,2.55
97130,9.53,-1.53,-1.48,2.54
97160,9.65,-1.53,-1.59,2.54
97189,9.46,-1.63,-1.74,2.55
97220,9.40,-1.67,-1.75,2.54
97250,9.66,-1.45,-1.51,2.54
97281,9.56,-1.48,-1.59,2.55
97310,9.44,-1.66,-1.72,2.54
97341,9.44,-1.55,-1.67,2.54
97371,9.58,-1.56,-1.57,2.55
97401,9.41,-1.72,-1.70,2.53
97431,9.54,-1.47,-1.70,2.53
97462,9.60,-1.57,-1.65,2.53
97491,9.50,-1.63,-1.67,2.54
97521,9.48,-1.56,-1.62,2.54
97552,9.72,-1.58,-1.48,2.55
97582,9.57,-1.55,-1.54,2.54
97612,9.41,-1.61,-1.83,2.54
97642,9.49,-1.65,-1.65,2.55
97673,9.55,-1.53,-1.53,2.54
97702,9.35,-1.69,-1.70,2.55
97733,9.52,-1.52,-1.66,2.55
97763,9.49,-1.61,-1.62,2.54
97794,9.29,-1.71,-1.79,2.55
97823,9.60,-1.47,-1.57,2.54
97853,9.60,-1.53,-1.69,2.53
97884,9.42,-1.66,-1.64,2.54
97913,9.50,-1.60,-1.78,2.54
97944,9.54,-1.58,-1.70,2.54
97974,9.41,-1.61,-1.66,2.54
98004,9.34,-1.73,-1.79,2.54
98034,9.57,-1.59,-1.63,2.55
98065,9.54,-1.54,-1.75,2.55
98095,9.35,-1.76,-1.69,2.54
98124,9.56,-1.57,-1.59,2.53
98155,9.52,-1.65,-1.69,2.54
98185,9.51,-1.69,-1.63,2.52
98215,9.56,-1.49,-1.59,2.55
98245,9.67,-1.58,-1.63,2.54
98276,9.41,-1.70,-1.62,2.54
98306,9.48,-1.67,-1.72,2.54
98336,9.66,-1.57,-1.69,2.54
98366,9.56,-1.61,-1.63,2.55
98397,9.45,-1.74,-1.74,2.52
98426,9.59,-1.52,-1.62,2.54
98456,9.62,-1.55,-1.66,2.55
98487,9.50,-1.59,-1.62,2.54
98516,9.70,-1.44,-1.57,2.54
98547,9.65,-1.59,-1.59,2.53
98577,9.60,-1.62,-1.56,2.54
98608,9.58,-1.60,-1.63,2.54
98637,9.56,-1.65,-1.64,2.54
98668,9.42,-1.67,-1.71,2.54
98698,9.38,-1.65,-1.76,2.54
98728,9.56,-1.58,-1.57,2.55
98758,9.56,-1.55,-1.61,2.55
98788,9.53,-1.63,-1.67,2.54
98819,9.71,-1.45,-1.59,2.54
98848,9.64,-1.47,-1.56,2.53
98879,9.45,-1.71,-1.65,2.53
98909,9.61,-1.50,-1.58,2.53
98939,9.63,-1.54,-1.65,2.54
98969,9.57,-1.61,-1.58,2.55
99000,9.51,-1.61,-1.75,2.54
99030,9.63,-1.53,-1.60,2.55
99060,9.54,-1.58,-1.64,2.55
99090,9.41,-1.65,-1.72,2.54
99120,9.61,-1.53,-1.65,2.54
99150,9.46,-1.51,-1.67,2.54
99180,9.53,-1.67,-1.62,2.53
99211,9.62,-1.46,-1.66,2.54
99240,9.58,-1.58,-1.67,2.53
99271,9.60,-1.66,-1.54,2.53
99301,9.63,-1.45,-1.64,2.54
99332,9.64,-1.52,-1.61,2.54
99361,9.45,-1.65,-1.58,2.54
99392,9.26,-1.83,-1.78,2.54
99422,9.64,-1.58,-1.58,2.54
99451,9.67,-1.47,-1.54,2.54
99482,9.51,-1.60,-1.67,2.54
99512,9.66,-1.46,-1.63,2.55
99543,9.55,-1.57,-1.55,2.55
99572,9.34,-1.71,-1.76,2.54
99603,9.51,-1.62,-1.74,2.55
99633,9.63,-1.65,-1.46,2.53
99663,9.57,-1.57,-1.55,2.54
99693,9.68,-1.62,-1.58,2.53
99724,9.63,-1.63,-1.58,2.54
99753,9.44,-1.52,-1.68,2.54
99783,9.36,-1.71,-1.78,2.54
99814,9.62,-1.49,-1.48,2.54
99844,9.57,-1.50,-1.58,2.54
99874,9.46,-1.71,-1.71,2.54
99904,9.57,-1.47,-1.62,2.54
99935,9.66,-1.53,-1.59,2.55
99964,9.51,-1.68,-1.61,2.54
99995,9.54,-1.49,-1.65,2.54
100025,9.72,-1.61,-1.51,2.54
100057,9.67,-1.57,-1.68,2.54
100087,9.45,-1.61,-1.63,2.54
100118,9.32,-1.72,-1.79,2.55
100150,9.56,-1.52,-1.56,2.54
100180,9.59,-1.55,-1.67,2.53
100212,9.66,-1.61,-1.61,2.54
100243,9.49,-1.52,-1.61,2.54
100275,9.38,-1.74,-1.72,2.54
100305,9.41,-1.65,-1.73,2.54
100337,9.50,-1.56,-1.61,2.54
100368,9.66,-1.45,-1.58,2.54
100400,9.59,-1.57,-1.57,2.54
100430,9.41,-1.53,-1.70,2.54
100462,9.36,-1.72,-1.67,2.54
100493,9.60,-1.56,-1.62,2.54
100525,9.68,-1.48,-1.56,2.55
100555,9.67,-1.61,-1.53,2.55
100586,9.52,-1.55,-1.62,2.54
100618,9.46,-1.71,-1.74,2.54
100648,9.40,-1.65,-1.73,2.54
100680,9.53,-1.53,-1.58,2.54
100711,9.62,-1.53,-1.59,2.54
100743,9.58,-1.55,-1.69,2.54
100773,9.47,-1.55,-1.58,2.54
100805,9.56,-1.64,-1.56,2.52
100836,9.51,-1.58,-1.68,2.53
100868,9.62,-1.44,-1.57,2.54
100898,9.66,-1.52,-1.53,2.55
100930,9.62,-1.56,-1.63,2.54
100961,9.53,-1.56,-1.54,2.55
100993,9.33,-1.73,-1.75,2.55
101023,9.68,-1.44,-1.57,2.55
101055,9.64,-1.52,-1.58,2.54
101086,9.62,-1.59,-1.68,2.54
101116,9.57,-1.50,-1.52,2.55
101148,9.42,-1.74,-1.62,2.54
101179,9.43,-1.66,-1.73,2.55
101211,9.56,-1.50,-1.55,2.54
101241,9.74,-1.60,-1.55,2.54
101273,9.46,-1.64,-1.73,2.54
101304,9.45,-1.58,-1.57,2.55
101336,9.40,-1.74,-1.69,2.54
101366,9.54,-1.57,-1.61,2.54
101398,9.60,-1.49,-1.58,2.56
101429,9.62,-1.59,-1.56,2.55
101460,9.47,-1.55,-1.62,2.54
101491,9.52,-1.69,-1.65,2.54
101523,9.42,-1.62,-1.65,2.54
101554,9.46,-1.60,-1.72,2.54
101584,9.70,-1.53,-1.49,2.54
101616,9.60,-1.55,-1.61,2.54
101647,9.53,-1.58,-1.67,2.54
101679,9.52,-1.62,-1.61,2.54
101709,9.47,-1.54,-1.67,2.53
101741,9.58,-1.52,-1.57,2.54
101772,9.79,-1.47,-1.56,2.54
101804,9.67,-1.60,-1.55,2.54
101834,9.44,-1.68,-1.72,2.55
101866,9.49,-1.70,-1.68,2.54
101897,9.55,-1.59,-1.61,2.53
101928,9.50,-1.60,-1.61,2.53
101959,9.62,-1.56,-1.67,2.54
101991,9.53,-1.54,-1.65,2.55
102022,9.30,-1.66,-1.67,2.54
102053,9.64,-1.58,-1.63,2.54
102084,9.53,-1.47,-1.62,2.53
102115,9.62,-1.55,-1.67,2.54
102147,9.66,-1.49,-1.54,2.55
102177,9.57,-1.58,-1.61,2.54
102209,9.30,-1.70,-1.64,2.54
102240,9.33,-1.71,-1.81,2.54
102272,9.53,-1.55,-1.77,2.53
102302,9.66,-1.58,-1.55,2.54
102334,9.50,-1.48,-1.71,2.54
102365,9.60,-1.68,-1.58,2.54
102396,9.49,-1.70,-1.74,2.54
102427,9.64,-1.51,-1.59,2.54
102459,9.59,-1.55,-1.68,2.54
102490,9.73,-1.48,-1.60,2.54
102521,9.42,-1.65,-1.68,2.55
102552,9.28,-1.73,-1.66,2.54
102583,9.45,-1.67,-1.62,2.55
102615,9.56,-1.53,-1.63,2.54
102645,9.69,-1.51,-1.56,2.55
102677,9.54,-1.57,-1.74,2.54
102708,9.54,-1.63,-1.54,2.54
102739,9.53,-1.68,-1.65,2.54
102770,9.42,-1.67,-1.67,2.54
102802,9.61,-1.47,-1.60,2.54
102833,9.51,-1.54,-1.54,2.53
102864,9.74,-1.48,-1.57,2.54
102895,9.50,-1.72,-1.64,2.54
102927,9.60,-1.61,-1.66,2.54
102958,9.63,-1.55,-1.70,2.54
102989,9.61,-1.54,-1.68,2.54
103020,9.58,-1.64,-1.58,2.54
103052,9.39,-1.61,-1.67,2.54
103083,9.52,-1.66,-1.65,2.53
103113,9.41,-1.66,-1.72,2.54
103145,9.58,-1.49,-1.55,2.54
103176,9.59,-1.61,-1.69,2.55
103207,9.47,-1.54,-1.62,2.55
103238,9.46,-1.68,-1.68,2.54
103270,9.36,-1.65,-1.58,2.54
103301,9.58,-1.53,-1.68,2.54
103332,9.62,-1.55,-1.62,2.53
103363,9.57,-1.52,-1.63,2.54
103395,9.55,-1.59,-1.60,2.53
103426,9.53,-1.62,-1.65,2.54
103457,9.47,-1.64,-1.66,2.55
103488,9.55,-1.39,-1.30,2.54
103520,9.59,-1.54,-1.60,2.54
103550,9.65,-1.48,-1.53,2.55
103581,9.36,-1.79,-1.73,2.54
103613,9.42,-1.64,-1.64,2.54
103644,9.64,-1.59,-1.68,2.54
103675,9.52,-1.63,-1.63,2.54
103706,9.72,-1.56,-1.47,2.54
103738,9.34,-1.59,-1.74,2.53
103769,9.36,-1.76,-1.68,2.54
103800,9.50,-1.59,-1.69,2.54
103831,9.50,-1.58,-1.57,2.55
103863,9.68,-1.57,-1.68,2.55
103894,9.61,-1.53,-1.56,2.54
103925,9.49,-1.65,-1.63,2.54
103956,9.45,-1.66,-1.61,2.54
103988,9.52,-1.68,-1.67,2.53
104018,9.55,-1.53,-1.69,2.54
104050,9.64,-1.54,-1.53,2.54
104081,9.50,-1.63,-1.67,2.53
104112,9.44,-1.66,-1.71,2.53
104143,9.50,-1.73,-1.67,2.55
104174,9.52,-1.54,-1.66,2.55
104206,9.58,-1.52,-1.54,2.54
104237,9.62,-1.58,-1.59,2.54
104268,9.60,-1.59,-1.66,2.53
104299,9.44,-1.64,-1.61,2.55
104331,9.54,-1.67,-1.70,2.54
104361,9.64,-1.56,-1.64,2.54
104393,9.61,-1.63,-1.61,2.53
104424,9.52,-1.50,-1.61,2.54
104456,9.44,-1.67,-1.69,2.54
104486,9.39,-1.63,-1.79,2.53
104518,9.38,-1.62,-1.76,2.55
104549,9.53,-1.49,-1.57,2.55
104580,9.69,-1.55,-1.66,2.55
104611,9.36,-1.61,-1.60,2.54
104642,9.44,-1.59,-1.69,2.55
104674,9.44,-1.73,-1.69,2.56
104705,9.59,-1.47,-1.58,2.53
104736,9.67,-1.51,-1.52,2.54
104767,9.56,-1.61,-1.67,2.54
104799,9.34,-1.65,-1.76,2.54
104829,9.33,-1.81,-1.66,2.53
104861,9.37,-1.65,-1.79,2.55
104892,9.75,-1.48,-1.58,2.54
104924,9.65,-1.65,-1.49,2.54
104954,9.48,-1.59,-1.70,2.55
104986,9.50,-1.54,-1.70,2.55
105017,9.42,-1.68,-1.68,2.54
105049,9.49,-1.60,-1.57,2.54
105079,9.64,-1.56,-1.67,2.54
105110,9.65,-1.55,-1.63,2.54
105142,9.50,-1.59,-1.57,2.54
105172,9.55,-1.51,-1.53,2.54
105204,9.42,-1.70,-1.80,2.55
105235,9.41,-1.49,-1.71,2.55
105267,9.71,-1.58,-1.56,2.54
105297,9.55,-1.49,-1.63,2.54
105329,9.39,-1.62,-1.73,2.54
105360,9.39,-1.71,-1.69,2.54
105392,9.63,-1.52,-1.62,2.55
105422,9.55,-1.54,-1.63,2.52
105454,9.63,-1.55,-1.57,2.54
105485,9.52,-1.60,-1.61,2.54
105517,9.62,-1.58,-1.58,2.54
105547,9.31,-1.77,-1.82,2.54
105578,9.48,-1.51,-1.62,2.54
105610,9.74,-1.58,-1.59,2.54
105640,9.62,-1.56,-1.57,2.53
105672,9.42,-1.57,-1.72,2.54
105703,9.50,-1.63,-1.67,2.54
105735,9.56,-1.65,-1.66,2.54
105765,9.49,-1.58,-1.63,2.54
105797,9.63,-1.57,-1.67,2.54
105828,9.56,-1.55,-1.60,2.55
105860,9.47,-1.60,-1.61,2.54
105890,9.38,-1.61,-1.73,2.53
105922,9.54,-1.61,-1.71,2.54
105953,9.61,-1.54,-1.49,2.55
105985,9.56,-1.52,-1.68,2.54
106015,9.62,-1.55,-1.67,2.54
106047,9.42,-1.65,-1.61,2.53
106078,9.48,-1.70,-1.61,2.55
106108,9.67,-1.52,-1.62,2.54
106140,9.60,-1.55,-1.63,2.55
106171,9.55,-1.52,-1.57,2.54
106203,9.67,-1.50,-1.72,2.54
106233,9.39,-1.78,-1.64,2.54
106265,9.30,-1.67,-1.75,2.54
106296,9.64,-1.53,-1.61,2.54
106328,9.74,-1.56,-1.57,2.54
106358,9.55,-1.55,-1.57,2.54
106390,9.53,-1.51,-1.60,2.55
106421,9.34,-1.72,-1.76,2.55
106452,9.64,-1.55,-1.53,2.54
106483,9.60,-1.54,-1.62,2.53
106515,9.61,-1.52,-1.59,2.54
106546,9.60,-1.60,-1.73,2.54
106576,9.44,-1.64,-1.60,2.54
106608,9.21,-1.73,-1.70,2.54
106639,9.62,-1.54,-1.58,2.54
106671,9.61,-1.52,-1.56,2.54
106701,9.64,-1.49,-1.62,2.54
106733,9.74,-1.51,-1.64,2.54
106764,9.59,-1.62,-1.49,2.55
106796,9.27,-1.76,-1.82,2.54
106826,9.60,-1.51,-1.66,2.55
106858,9.64,-1.50,-1.54,2.54
